85	 Q0	AP890915-0075	1	5.251267461404472	 Exp
85	 Q0	AP890704-0150	2	5.147721538885513	 Exp
85	 Q0	AP890710-0011	3	5.147721538885513	 Exp
85	 Q0	AP890220-0143	4	4.62234539149998	 Exp
85	 Q0	AP890418-0038	5	4.521665330953889	 Exp
85	 Q0	AP890118-0229	6	4.498040000289709	 Exp
85	 Q0	AP890710-0036	7	4.453038637531731	 Exp
85	 Q0	AP890710-0119	8	4.424266228127368	 Exp
85	 Q0	AP890412-0196	9	4.401500073587669	 Exp
85	 Q0	AP890726-0212	10	4.31445534643382	 Exp
85	 Q0	AP890109-0072	11	4.31210281039997	 Exp
85	 Q0	AP890417-0030	12	4.3006852072755555	 Exp
85	 Q0	AP890731-0042	13	4.265834347372389	 Exp
85	 Q0	AP891230-0030	14	4.237959856464096	 Exp
85	 Q0	AP890223-0032	15	4.220767170441315	 Exp
85	 Q0	AP890518-0050	16	4.220204387728078	 Exp
85	 Q0	AP890904-0081	17	4.164723340352112	 Exp
85	 Q0	AP890413-0182	18	4.153170281672791	 Exp
85	 Q0	AP890106-0119	19	4.1371144794454455	 Exp
85	 Q0	AP891204-0112	20	4.132855168014946	 Exp
85	 Q0	AP890309-0046	21	4.098531627924823	 Exp
85	 Q0	AP890222-0251	22	4.05063168982203	 Exp
85	 Q0	AP890903-0020	23	4.036894046867701	 Exp
85	 Q0	AP890209-0040	24	3.996031244129345	 Exp
85	 Q0	AP891207-0148	25	3.99204068854136	 Exp
85	 Q0	AP890125-0007	26	3.9867092523378154	 Exp
85	 Q0	AP890316-0157	27	3.9818174005478193	 Exp
85	 Q0	AP890530-0167	28	3.9771577229996224	 Exp
85	 Q0	AP891113-0023	29	3.9709712608899688	 Exp
85	 Q0	AP890802-0043	30	3.9492871345919163	 Exp
85	 Q0	AP890308-0175	31	3.9373267987438614	 Exp
85	 Q0	AP890908-0024	32	3.908482616945037	 Exp
85	 Q0	AP890519-0131	33	3.9069682757281723	 Exp
85	 Q0	AP890309-0205	34	3.9055456111447104	 Exp
85	 Q0	AP890808-0004	35	3.8812559243563878	 Exp
85	 Q0	AP890525-0031	36	3.867306173079271	 Exp
85	 Q0	AP890516-0158	37	3.8471557362085758	 Exp
85	 Q0	AP891102-0229	38	3.8464627390501493	 Exp
85	 Q0	AP891106-0059	39	3.8395114729041806	 Exp
