85	 Q0	AP890220-0143	1	3.867917853271213	 Exp
85	 Q0	AP890520-0007	2	3.5983291366895815	 Exp
85	 Q0	AP890724-0073	3	3.55817989897015	 Exp
85	 Q0	AP890915-0075	4	3.5439343714300517	 Exp
85	 Q0	AP890104-0031	5	3.531302498500848	 Exp
85	 Q0	AP891004-0078	6	3.509525190582503	 Exp
85	 Q0	AP890131-0031	7	3.5045605079505107	 Exp
85	 Q0	AP890301-0215	8	3.494479882416372	 Exp
85	 Q0	AP890921-0085	9	3.4570172497595753	 Exp
85	 Q0	AP890731-0042	10	3.378966881987588	 Exp
85	 Q0	AP890310-0224	11	3.372679568224228	 Exp
85	 Q0	AP890313-0224	12	3.323899616279661	 Exp
85	 Q0	AP891124-0105	13	3.3175220068833746	 Exp
85	 Q0	AP891103-0101	14	3.2964984520834264	 Exp
85	 Q0	AP890209-0040	15	3.295225244520549	 Exp
85	 Q0	AP890214-0122	16	3.2699954084281146	 Exp
85	 Q0	AP890621-0127	17	3.2006339857762343	 Exp
85	 Q0	AP891221-0133	18	3.187276863426425	 Exp
85	 Q0	AP891225-0110	19	3.174050337931609	 Exp
85	 Q0	AP890120-0071	20	3.1597478585993932	 Exp
85	 Q0	AP891012-0293	21	3.1581516049247664	 Exp
85	 Q0	AP890518-0050	22	3.1217709029683585	 Exp
85	 Q0	AP890129-0035	23	3.1066304169582266	 Exp
85	 Q0	AP890628-0156	24	3.089484524446779	 Exp
85	 Q0	AP890221-0159	25	3.080964102116045	 Exp
85	 Q0	AP890314-0066	26	3.0805379342482255	 Exp
85	 Q0	AP890518-0156	27	3.079764707064511	 Exp
85	 Q0	AP891230-0081	28	3.068968954046732	 Exp
85	 Q0	AP891013-0020	29	3.061465195585092	 Exp
85	 Q0	AP891111-0095	30	3.0493205518876194	 Exp
85	 Q0	AP890527-0048	31	3.031300673837982	 Exp
85	 Q0	AP890316-0268	32	3.023710086640059	 Exp
85	 Q0	AP890912-0198	33	3.01805856641185	 Exp
85	 Q0	AP891206-0127	34	2.997875198996037	 Exp
85	 Q0	AP890516-0104	35	2.9946810672093336	 Exp
85	 Q0	AP890711-0160	36	2.9925854594238035	 Exp
85	 Q0	AP890503-0182	37	2.966304911734918	 Exp
85	 Q0	AP891213-0271	38	2.945704584377803	 Exp
85	 Q0	AP890428-0154	39	2.9394746539493886	 Exp
85	 Q0	AP890125-0095	40	2.9352526130480063	 Exp
85	 Q0	AP890414-0097	41	2.92868205881939	 Exp
85	 Q0	AP891209-0064	42	2.9249186610336486	 Exp
85	 Q0	AP890216-0050	43	2.9248411909554854	 Exp
85	 Q0	AP891026-0155	44	2.8815417031179464	 Exp
85	 Q0	AP890410-0010	45	2.878746875214272	 Exp
85	 Q0	AP890511-0074	46	2.877916819116712	 Exp
85	 Q0	AP890410-0081	47	2.876865114239113	 Exp
85	 Q0	AP890717-0044	48	2.876408853692724	 Exp
85	 Q0	AP890509-0275	49	2.869781111023179	 Exp
85	 Q0	AP890412-0196	50	2.868146896164686	 Exp
85	 Q0	AP890506-0088	51	2.8635451803604597	 Exp
85	 Q0	AP891130-0073	52	2.8607725176736394	 Exp
85	 Q0	AP891007-0007	53	2.8561933309079413	 Exp
85	 Q0	AP890731-0055	54	2.849958076834753	 Exp
85	 Q0	AP890513-0041	55	2.8484928209036564	 Exp
85	 Q0	AP890107-0129	56	2.8462151995861964	 Exp
85	 Q0	AP890222-0122	57	2.846110039895677	 Exp
85	 Q0	AP890428-0243	58	2.8458732441440224	 Exp
85	 Q0	AP890621-0078	59	2.834997295637322	 Exp
85	 Q0	AP890222-0044	60	2.8297225880905654	 Exp
85	 Q0	AP890216-0075	61	2.8192446357366414	 Exp
85	 Q0	AP890427-0162	62	2.8186345407290467	 Exp
85	 Q0	AP890824-0070	63	2.8110341339368836	 Exp
85	 Q0	AP891202-0142	64	2.8087169492894066	 Exp
85	 Q0	AP890215-0020	65	2.808351681338272	 Exp
85	 Q0	AP890119-0062	66	2.8076140758422916	 Exp
85	 Q0	AP890118-0229	67	2.806267769418061	 Exp
85	 Q0	AP890807-0158	68	2.805571296025149	 Exp
85	 Q0	AP890116-0144	69	2.8029830006831875	 Exp
85	 Q0	AP891011-0206	70	2.7969255733091125	 Exp
85	 Q0	AP891004-0145	71	2.793303886110782	 Exp
85	 Q0	AP890107-0095	72	2.783670264994092	 Exp
85	 Q0	AP890722-0045	73	2.7824377215492295	 Exp
85	 Q0	AP891010-0107	74	2.781877362187492	 Exp
85	 Q0	AP890825-0044	75	2.7818051553528425	 Exp
85	 Q0	AP890221-0207	76	2.773277223138291	 Exp
85	 Q0	AP890804-0147	77	2.76602465430975	 Exp
85	 Q0	AP890908-0120	78	2.7655221951104063	 Exp
85	 Q0	AP890509-0031	79	2.7542410797537733	 Exp
85	 Q0	AP891124-0098	80	2.7538310363893337	 Exp
85	 Q0	AP890324-0039	81	2.748565968984869	 Exp
85	 Q0	AP890122-0062	82	2.7477710606083914	 Exp
85	 Q0	AP891107-0005	83	2.7474883275638113	 Exp
85	 Q0	AP890916-0058	84	2.7461000778764255	 Exp
85	 Q0	AP890503-0199	85	2.7440256767101885	 Exp
85	 Q0	AP890525-0031	86	2.7351446235782775	 Exp
85	 Q0	AP890424-0135	87	2.731932988339229	 Exp
85	 Q0	AP890919-0212	88	2.724317591671932	 Exp
85	 Q0	AP890823-0148	89	2.7226519179578257	 Exp
85	 Q0	AP890125-0162	90	2.7184951346589346	 Exp
85	 Q0	AP891214-0124	91	2.7153071600409397	 Exp
85	 Q0	AP890530-0201	92	2.712439227999887	 Exp
85	 Q0	AP891227-0054	93	2.7089522760374054	 Exp
85	 Q0	AP891108-0007	94	2.7069108681170624	 Exp
85	 Q0	AP891023-0145	95	2.705513739607895	 Exp
85	 Q0	AP890302-0026	96	2.7040681199032934	 Exp
85	 Q0	AP890423-0064	97	2.699841588348217	 Exp
85	 Q0	AP890223-0032	98	2.6960694986599547	 Exp
85	 Q0	AP891011-0056	99	2.6947932833525012	 Exp
85	 Q0	AP890222-0198	100	2.6916484333244783	 Exp
85	 Q0	AP890516-0072	101	2.688533140421733	 Exp
85	 Q0	AP890322-0259	102	2.685597959373585	 Exp
85	 Q0	AP891024-0169	103	2.683845631964715	 Exp
85	 Q0	AP890706-0103	104	2.682947596600801	 Exp
85	 Q0	AP890627-0208	105	2.6827184706062863	 Exp
85	 Q0	AP890111-0060	106	2.681898955816506	 Exp
85	 Q0	AP890208-0114	107	2.6792363826870065	 Exp
85	 Q0	AP890314-0133	108	2.67522695641134	 Exp
85	 Q0	AP891105-0023	109	2.6718706379881874	 Exp
85	 Q0	AP891128-0018	110	2.6700675636782605	 Exp
85	 Q0	AP890418-0038	111	2.6684987060304826	 Exp
85	 Q0	AP890626-0020	112	2.667693829418331	 Exp
85	 Q0	AP891026-0252	113	2.6631566200888104	 Exp
85	 Q0	AP891121-0061	114	2.6601352713522273	 Exp
85	 Q0	AP890530-0167	115	2.6573329036973377	 Exp
85	 Q0	AP890622-0145	116	2.653983558956777	 Exp
85	 Q0	AP891214-0108	117	2.6526379902254305	 Exp
85	 Q0	AP890522-0129	118	2.650253649708939	 Exp
85	 Q0	AP890909-0106	119	2.6490703278680385	 Exp
85	 Q0	AP891004-0162	120	2.6485511442066434	 Exp
85	 Q0	AP890127-0050	121	2.6482842161181392	 Exp
85	 Q0	AP891205-0128	122	2.6472507730678485	 Exp
85	 Q0	AP890116-0163	123	2.645275869618585	 Exp
85	 Q0	AP891101-0036	124	2.644596606922007	 Exp
85	 Q0	AP890802-0195	125	2.644104067249867	 Exp
85	 Q0	AP891201-0028	126	2.6384912762016324	 Exp
85	 Q0	AP890922-0154	127	2.637193346939341	 Exp
85	 Q0	AP890720-0157	128	2.6365452547161907	 Exp
85	 Q0	AP891026-0169	129	2.635732304600401	 Exp
85	 Q0	AP890302-0209	130	2.634502252086717	 Exp
85	 Q0	AP890128-0118	131	2.63278215086816	 Exp
85	 Q0	AP891124-0192	132	2.6293127699881813	 Exp
85	 Q0	AP890723-0023	133	2.6270859180451316	 Exp
85	 Q0	AP890428-0072	134	2.624150701560855	 Exp
85	 Q0	AP890513-0036	135	2.622880510877916	 Exp
85	 Q0	AP890123-0108	136	2.622835343188829	 Exp
85	 Q0	AP890704-0150	137	2.622794670342929	 Exp
85	 Q0	AP890710-0011	138	2.622794670342929	 Exp
85	 Q0	AP891207-0148	139	2.6163630328760243	 Exp
85	 Q0	AP890125-0265	140	2.6144982623050304	 Exp
85	 Q0	AP891031-0163	141	2.611075342314545	 Exp
85	 Q0	AP890102-0105	142	2.6055050585688218	 Exp
85	 Q0	AP890607-0166	143	2.603066268074428	 Exp
85	 Q0	AP891129-0065	144	2.6025442331735955	 Exp
85	 Q0	AP890712-0251	145	2.600364250803585	 Exp
85	 Q0	AP890609-0016	146	2.5995935323703874	 Exp
85	 Q0	AP890206-0065	147	2.5982644387240037	 Exp
85	 Q0	AP890415-0083	148	2.5946530408864947	 Exp
85	 Q0	AP890107-0080	149	2.5928898370373488	 Exp
85	 Q0	AP890324-0198	150	2.589634636676278	 Exp
85	 Q0	AP890526-0078	151	2.5896125744789216	 Exp
85	 Q0	AP891204-0143	152	2.588570270480222	 Exp
85	 Q0	AP890313-0038	153	2.587364850002	 Exp
85	 Q0	AP890202-0059	154	2.587075240633564	 Exp
85	 Q0	AP891123-0064	155	2.586715013793748	 Exp
85	 Q0	AP890919-0162	156	2.5866795854419022	 Exp
85	 Q0	AP891021-0122	157	2.5837885061732697	 Exp
85	 Q0	AP890829-0130	158	2.5824458278633813	 Exp
85	 Q0	AP891013-0120	159	2.5814737121552875	 Exp
85	 Q0	AP890602-0167	160	2.5783872628824662	 Exp
85	 Q0	AP890523-0044	161	2.5771752991977506	 Exp
85	 Q0	AP890904-0081	162	2.576117989985985	 Exp
85	 Q0	AP890516-0199	163	2.5733682163239866	 Exp
85	 Q0	AP890407-0042	164	2.5730488490360406	 Exp
85	 Q0	AP890825-0032	165	2.571637760570199	 Exp
85	 Q0	AP890107-0086	166	2.5692924108058626	 Exp
85	 Q0	AP890525-0042	167	2.5674034545909183	 Exp
85	 Q0	AP890417-0158	168	2.566709660489428	 Exp
85	 Q0	AP890208-0025	169	2.566545506449372	 Exp
85	 Q0	AP890620-0122	170	2.566168535018184	 Exp
85	 Q0	AP890113-0184	171	2.5652598199083534	 Exp
85	 Q0	AP890203-0243	172	2.565006961083164	 Exp
85	 Q0	AP890509-0162	173	2.563271966782079	 Exp
85	 Q0	AP890922-0089	174	2.556729143053016	 Exp
85	 Q0	AP891211-0124	175	2.555338491710047	 Exp
85	 Q0	AP890208-0035	176	2.5541172994662746	 Exp
85	 Q0	AP890501-0055	177	2.5530692411904043	 Exp
85	 Q0	AP890308-0152	178	2.5524298461764525	 Exp
85	 Q0	AP891218-0005	179	2.5513986075060426	 Exp
85	 Q0	AP891121-0145	180	2.5505263760158794	 Exp
85	 Q0	AP890314-0223	181	2.5497839861292197	 Exp
85	 Q0	AP890921-0204	182	2.545789827021121	 Exp
85	 Q0	AP890217-0049	183	2.5435222516397142	 Exp
85	 Q0	AP890401-0001	184	2.5410013535810183	 Exp
85	 Q0	AP890627-0257	185	2.5389958016651204	 Exp
85	 Q0	AP890803-0058	186	2.538758948699302	 Exp
85	 Q0	AP890307-0043	187	2.536655464394557	 Exp
85	 Q0	AP891112-0056	188	2.5350554527159597	 Exp
85	 Q0	AP890609-0161	189	2.5349699484606814	 Exp
85	 Q0	AP890827-0072	190	2.5346060712193434	 Exp
85	 Q0	AP890807-0021	191	2.5344858791601856	 Exp
85	 Q0	AP890517-0287	192	2.5334230723999527	 Exp
85	 Q0	AP890128-0110	193	2.5330069073097845	 Exp
85	 Q0	AP890901-0168	194	2.528577400088495	 Exp
85	 Q0	AP891229-0060	195	2.5281156205519615	 Exp
85	 Q0	AP890617-0078	196	2.526048472935961	 Exp
85	 Q0	AP890802-0148	197	2.525158432313749	 Exp
85	 Q0	AP890312-0082	198	2.525090530770159	 Exp
85	 Q0	AP890819-0056	199	2.524344596303243	 Exp
85	 Q0	AP890703-0156	200	2.5238482834051856	 Exp
85	 Q0	AP891221-0161	201	2.5229829272626905	 Exp
85	 Q0	AP891207-0102	202	2.522504595803065	 Exp
85	 Q0	AP890630-0136	203	2.522282509160916	 Exp
85	 Q0	AP890814-0052	204	2.5214597354901094	 Exp
85	 Q0	AP890823-0182	205	2.5202816585243477	 Exp
85	 Q0	AP891212-0162	206	2.5194351365897902	 Exp
85	 Q0	AP890329-0214	207	2.5179567030919756	 Exp
85	 Q0	AP890424-0212	208	2.516816771421127	 Exp
85	 Q0	AP890920-0009	209	2.515900478788983	 Exp
85	 Q0	AP890323-0140	210	2.515734795722429	 Exp
85	 Q0	AP891103-0279	211	2.5130053783438644	 Exp
85	 Q0	AP890715-0093	212	2.512433769860763	 Exp
85	 Q0	AP891123-0040	213	2.5123618754145545	 Exp
85	 Q0	AP891012-0005	214	2.5104323128250594	 Exp
85	 Q0	AP890609-0064	215	2.5098833269707095	 Exp
85	 Q0	AP890117-0082	216	2.506756759393783	 Exp
85	 Q0	AP890504-0199	217	2.5062816097250753	 Exp
85	 Q0	AP890624-0118	218	2.504779168029913	 Exp
85	 Q0	AP890506-0144	219	2.5027162225308714	 Exp
85	 Q0	AP890719-0207	220	2.49995272706222	 Exp
85	 Q0	AP890728-0153	221	2.4993281126268037	 Exp
85	 Q0	AP890703-0151	222	2.4993077527785625	 Exp
85	 Q0	AP890612-0166	223	2.4991473059022415	 Exp
85	 Q0	AP890107-0037	224	2.498360996731603	 Exp
85	 Q0	AP891217-0039	225	2.497466182692526	 Exp
85	 Q0	AP891030-0175	226	2.4974188650849634	 Exp
85	 Q0	AP890226-0092	227	2.496735729960794	 Exp
85	 Q0	AP890220-0138	228	2.491898566680044	 Exp
85	 Q0	AP890208-0012	229	2.491200467390276	 Exp
85	 Q0	AP890724-0120	230	2.486658735806884	 Exp
