85	 Q0	AP890808-0004	1	17.342007595999394	 Proxi
85	 Q0	AP890206-0065	2	16.266752053304202	 Proxi
85	 Q0	AP890915-0075	3	15.227397426408414	 Proxi
85	 Q0	AP890704-0150	4	14.705128083972406	 Proxi
85	 Q0	AP890710-0011	5	14.705128083972406	 Proxi
85	 Q0	AP890220-0143	6	14.413866554749944	 Proxi
85	 Q0	AP890515-0006	7	14.219023980429151	 Proxi
85	 Q0	AP890221-0159	8	13.899081667977905	 Proxi
85	 Q0	AP890209-0040	9	13.526613099986552	 Proxi
85	 Q0	AP890118-0229	10	13.419960438621496	 Proxi
85	 Q0	AP890418-0038	11	13.33412065200882	 Proxi
85	 Q0	AP891230-0030	12	13.318587068229668	 Proxi
85	 Q0	AP890904-0081	13	13.2697598671156	 Proxi
85	 Q0	AP890123-0065	14	13.192665352396551	 Proxi
85	 Q0	AP890731-0042	15	13.190497068450215	 Proxi
85	 Q0	AP890222-0122	16	13.150359121289103	 Proxi
85	 Q0	AP890721-0159	17	12.981235520378338	 Proxi
85	 Q0	AP890516-0199	18	12.967654599326341	 Proxi
85	 Q0	AP890710-0036	19	12.966726017628835	 Proxi
85	 Q0	AP890401-0001	20	12.956235575590611	 Proxi
85	 Q0	AP890710-0119	21	12.948736683968807	 Proxi
85	 Q0	AP890125-0024	22	12.941126171952996	 Proxi
85	 Q0	AP890516-0238	23	12.816346848091085	 Proxi
85	 Q0	AP890412-0196	24	12.608581753045963	 Proxi
85	 Q0	AP890726-0212	25	12.563925143493659	 Proxi
85	 Q0	AP890314-0022	26	12.549370707591006	 Proxi
85	 Q0	AP890930-0020	27	12.47558455131019	 Proxi
85	 Q0	AP890617-0131	28	12.382299516978355	 Proxi
85	 Q0	AP891204-0112	29	12.379560700630355	 Proxi
85	 Q0	AP891102-0229	30	12.334031908407885	 Proxi
85	 Q0	AP891106-0059	31	12.31894547023755	 Proxi
85	 Q0	AP890302-0132	32	12.313273126510687	 Proxi
85	 Q0	AP891207-0148	33	12.223456680145485	 Proxi
85	 Q0	AP890518-0050	34	12.200634440500389	 Proxi
85	 Q0	AP890222-0251	35	12.19285694352956	 Proxi
85	 Q0	AP890903-0020	36	12.16888763739898	 Proxi
85	 Q0	AP890525-0031	37	12.142972622647214	 Proxi
85	 Q0	AP890907-0239	38	12.134915275925966	 Proxi
85	 Q0	AP890908-0024	39	12.09144713213799	 Proxi
85	 Q0	AP891208-0021	40	12.073954663127916	 Proxi
85	 Q0	AP890413-0182	41	11.933813135816134	 Proxi
85	 Q0	AP890613-0034	42	11.920601172382886	 Proxi
85	 Q0	AP890223-0032	43	11.86611069118013	 Proxi
85	 Q0	AP890622-0096	44	11.855243804659668	 Proxi
85	 Q0	AP890714-0124	45	11.833050875610375	 Proxi
85	 Q0	AP891116-0177	46	11.823275240481903	 Proxi
85	 Q0	AP891005-0243	47	11.801247692538913	 Proxi
85	 Q0	AP890916-0103	48	11.742284041520806	 Proxi
85	 Q0	AP890916-0058	49	11.73520160162029	 Proxi
85	 Q0	AP890417-0030	50	11.713983489719352	 Proxi
85	 Q0	AP890728-0062	51	11.675761096902205	 Proxi
85	 Q0	AP891016-0019	52	11.661649561973137	 Proxi
85	 Q0	AP890904-0058	53	11.659344893795229	 Proxi
85	 Q0	AP890612-0143	54	11.618503883775665	 Proxi
85	 Q0	AP890612-0288	55	11.618503883775665	 Proxi
85	 Q0	AP891013-0120	56	11.562699252300451	 Proxi
85	 Q0	AP890125-0007	57	11.495797573101875	 Proxi
85	 Q0	AP890322-0259	58	11.48560870176277	 Proxi
85	 Q0	AP890601-0128	59	11.48144940317912	 Proxi
85	 Q0	AP890427-0118	60	11.465345253752774	 Proxi
85	 Q0	AP890106-0119	61	11.45175238334606	 Proxi
85	 Q0	AP891207-0099	62	11.438302798673712	 Proxi
85	 Q0	AP890116-0163	63	11.333364990844661	 Proxi
85	 Q0	AP890109-0072	64	11.332935614551454	 Proxi
85	 Q0	AP890118-0030	65	11.305866160932862	 Proxi
85	 Q0	AP891230-0081	66	11.302214371065986	 Proxi
85	 Q0	AP890410-0125	67	11.283203373141813	 Proxi
85	 Q0	AP890923-0082	68	11.268381642743535	 Proxi
85	 Q0	AP890802-0043	69	11.220227670156257	 Proxi
85	 Q0	AP890525-0042	70	11.192810964056703	 Proxi
85	 Q0	AP890823-0084	71	11.179275690374839	 Proxi
85	 Q0	AP891118-0138	72	11.167590012165478	 Proxi
85	 Q0	AP890816-0159	73	11.16068404118778	 Proxi
85	 Q0	AP890620-0122	74	11.142611309860456	 Proxi
85	 Q0	AP891123-0122	75	11.129964980649588	 Proxi
85	 Q0	AP890201-0127	76	11.121776829666898	 Proxi
85	 Q0	AP890731-0055	77	11.111038551382315	 Proxi
85	 Q0	AP890509-0162	78	11.09523324670427	 Proxi
85	 Q0	AP890820-0019	79	11.048615802692508	 Proxi
85	 Q0	AP890712-0077	80	11.022947357432917	 Proxi
85	 Q0	AP891219-0050	81	11.018470073207128	 Proxi
85	 Q0	AP890707-0197	82	11.0117156360449	 Proxi
85	 Q0	AP890511-0074	83	11.002024461724826	 Proxi
85	 Q0	AP890826-0062	84	10.976880795459254	 Proxi
85	 Q0	AP891128-0061	85	10.975319750384852	 Proxi
85	 Q0	AP890906-0153	86	10.970638452527734	 Proxi
85	 Q0	AP890709-0024	87	10.958640250144443	 Proxi
85	 Q0	AP890425-0085	88	10.956771519484807	 Proxi
85	 Q0	AP890410-0010	89	10.95617348711686	 Proxi
85	 Q0	AP890202-0229	90	10.94931619854114	 Proxi
85	 Q0	AP890519-0131	91	10.949272809864576	 Proxi
85	 Q0	AP891204-0155	92	10.943310550652626	 Proxi
85	 Q0	AP890816-0130	93	10.929646370780032	 Proxi
85	 Q0	AP890126-0155	94	10.91701990835108	 Proxi
85	 Q0	AP891114-0142	95	10.898858259053462	 Proxi
85	 Q0	AP890825-0115	96	10.890858611399068	 Proxi
85	 Q0	AP890722-0065	97	10.881646764957576	 Proxi
85	 Q0	AP890421-0141	98	10.861189629793675	 Proxi
85	 Q0	AP890504-0203	99	10.85881376733489	 Proxi
85	 Q0	AP891219-0013	100	10.857278307986885	 Proxi
85	 Q0	AP890728-0172	101	10.851853834333358	 Proxi
85	 Q0	AP890714-0044	102	10.84392743527068	 Proxi
85	 Q0	AP890915-0229	103	10.830436085192245	 Proxi
85	 Q0	AP891219-0169	104	10.81995679026584	 Proxi
85	 Q0	AP890223-0155	105	10.806729823857488	 Proxi
85	 Q0	AP891212-0096	106	10.755252705793728	 Proxi
85	 Q0	AP890530-0201	107	10.754055864990328	 Proxi
85	 Q0	AP890109-0080	108	10.728396219405983	 Proxi
85	 Q0	AP890307-0244	109	10.666445722485092	 Proxi
85	 Q0	AP890124-0187	110	10.656392108208795	 Proxi
85	 Q0	AP891011-0208	111	10.621666103429822	 Proxi
85	 Q0	AP890713-0135	112	10.6134172155295	 Proxi
85	 Q0	AP890316-0157	113	10.612883810192384	 Proxi
85	 Q0	AP890921-0154	114	10.598602468782369	 Proxi
85	 Q0	AP890309-0046	115	10.584106477197986	 Proxi
85	 Q0	AP890428-0084	116	10.55375059349517	 Proxi
85	 Q0	AP891212-0162	117	10.552611126876485	 Proxi
85	 Q0	AP890510-0222	118	10.54594388299083	 Proxi
85	 Q0	AP890211-0009	119	10.539877926453642	 Proxi
85	 Q0	AP890312-0048	120	10.539057422787597	 Proxi
85	 Q0	AP890522-0129	121	10.527961459236199	 Proxi
85	 Q0	AP890722-0093	122	10.525868292339245	 Proxi
85	 Q0	AP891211-0013	123	10.522258185747503	 Proxi
85	 Q0	AP890111-0042	124	10.506433316771478	 Proxi
85	 Q0	AP890218-0086	125	10.505433641908681	 Proxi
85	 Q0	AP890425-0269	126	10.488084548372674	 Proxi
85	 Q0	AP890329-0034	127	10.482989658897301	 Proxi
85	 Q0	AP890530-0167	128	10.476873594239459	 Proxi
85	 Q0	AP891004-0157	129	10.44533756186643	 Proxi
85	 Q0	AP890425-0137	130	10.419536543610867	 Proxi
85	 Q0	AP890922-0061	131	10.407137374573377	 Proxi
85	 Q0	AP891017-0189	132	10.40569880962003	 Proxi
85	 Q0	AP891018-0067	133	10.40569880962003	 Proxi
85	 Q0	AP890320-0079	134	10.393734943178695	 Proxi
85	 Q0	AP890208-0219	135	10.392105409106156	 Proxi
